File 	 Total number of insects 	 Average area 	 Smaller than 4mm 	 Between 4 and 10mm 	 Larger than 10mm 
IMG_1708.JPG 	 104 	 9 	 70 	 29 	 5
IMG_1709.JPG 	 114 	 10 	 90 	 23 	 1
IMG_1710.JPG 	 97 	 10 	 66 	 29 	 2
IMG_1711.JPG 	 129 	 9 	 103 	 26 	 0
IMG_1712.JPG 	 125 	 7 	 98 	 25 	 2
IMG_1713.JPG 	 105 	 6 	 86 	 18 	 1
IMG_1714.JPG 	 148 	 7 	 116 	 30 	 2
IMG_1715.JPG 	 108 	 8 	 87 	 21 	 0
IMG_1716.JPG 	 124 	 9 	 93 	 27 	 4
IMG_1717.JPG 	 136 	 10 	 105 	 26 	 5
IMG_1718.JPG 	 107 	 10 	 78 	 26 	 3
IMG_1719.JPG 	 113 	 10 	 88 	 24 	 1
IMG_1720.JPG 	 147 	 8 	 119 	 21 	 7
IMG_1721.JPG 	 95 	 10 	 70 	 23 	 2
IMG_1722.JPG 	 133 	 10 	 105 	 19 	 9
IMG_1723.JPG 	 152 	 11 	 115 	 32 	 5
IMG_1724.JPG 	 95 	 9 	 76 	 16 	 3
IMG_1725.JPG 	 118 	 10 	 90 	 24 	 4
IMG_1726.JPG 	 97 	 10 	 78 	 19 	 0
IMG_1727.JPG 	 56 	 7 	 43 	 13 	 0
IMG_1728.JPG 	 65 	 6 	 56 	 9 	 0
IMG_1729.JPG 	 67 	 8 	 54 	 12 	 1
IMG_1730.JPG 	 73 	 7 	 58 	 15 	 0
IMG_1731.JPG 	 92 	 8 	 73 	 17 	 2
IMG_1732.JPG 	 67 	 10 	 49 	 17 	 1
IMG_1733.JPG 	 54 	 8 	 39 	 13 	 2
IMG_1734.JPG 	 90 	 8 	 75 	 14 	 1
IMG_1735.JPG 	 82 	 6 	 69 	 13 	 0
IMG_1736.JPG 	 96 	 10 	 59 	 34 	 3
IMG_1737.JPG 	 95 	 11 	 68 	 26 	 1
IMG_1738.JPG 	 73 	 10 	 50 	 23 	 0
IMG_1739.JPG 	 79 	 10 	 52 	 26 	 1
IMG_1740.JPG 	 109 	 9 	 77 	 32 	 0
IMG_1741.JPG 	 102 	 10 	 66 	 34 	 2
IMG_1742.JPG 	 105 	 7 	 71 	 34 	 0
IMG_1743.JPG 	 137 	 11 	 73 	 62 	 2
IMG_1744.JPG 	 106 	 10 	 76 	 29 	 1
IMG_1745.JPG 	 104 	 10 	 67 	 34 	 3
IMG_1746.JPG 	 87 	 10 	 66 	 20 	 1
IMG_1747.JPG 	 107 	 7 	 85 	 21 	 1
IMG_1748.JPG 	 129 	 9 	 84 	 41 	 4
IMG_1749.JPG 	 121 	 9 	 96 	 24 	 1
IMG_1750.JPG 	 146 	 7 	 123 	 21 	 2
IMG_1751.JPG 	 184 	 9 	 142 	 40 	 2
IMG_1752.JPG 	 194 	 8 	 153 	 35 	 6
IMG_1753.JPG 	 115 	 11 	 84 	 28 	 3
IMG_1754.JPG 	 136 	 7 	 109 	 24 	 3
IMG_1755.JPG 	 127 	 7 	 98 	 26 	 3
IMG_1756.JPG 	 160 	 11 	 124 	 27 	 9
IMG_1757.JPG 	 111 	 9 	 88 	 20 	 3
IMG_1758.JPG 	 86 	 11 	 69 	 15 	 2
IMG_1759.JPG 	 87 	 9 	 62 	 20 	 5
IMG_1760.JPG 	 77 	 9 	 58 	 15 	 4
IMG_1761.JPG 	 84 	 7 	 65 	 17 	 2
IMG_1762.JPG 	 108 	 10 	 78 	 30 	 0
IMG_1763.JPG 	 78 	 11 	 69 	 6 	 3
IMG_1764.JPG 	 111 	 9 	 85 	 24 	 2
IMG_1765.JPG 	 150 	 10 	 120 	 26 	 4
IMG_1766.JPG 	 143 	 9 	 100 	 40 	 3
IMG_1767.JPG 	 105 	 7 	 85 	 18 	 2
IMG_1768.JPG 	 71 	 6 	 62 	 9 	 0
IMG_1769.JPG 	 102 	 8 	 85 	 15 	 2
IMG_1770.JPG 	 68 	 7 	 58 	 9 	 1
IMG_1771.JPG 	 73 	 7 	 57 	 13 	 3
IMG_1772.JPG 	 73 	 9 	 61 	 12 	 0
IMG_1773.JPG 	 106 	 7 	 91 	 14 	 1
IMG_1774.JPG 	 79 	 10 	 60 	 16 	 3
IMG_1775.JPG 	 60 	 8 	 53 	 6 	 1
IMG_1776.JPG 	 97 	 6 	 80 	 16 	 1
IMG_1777.JPG 	 107 	 7 	 85 	 21 	 1
IMG_1778.JPG 	 69 	 8 	 52 	 16 	 1
IMG_1779.JPG 	 105 	 7 	 92 	 9 	 4
IMG_1780.JPG 	 115 	 7 	 95 	 18 	 2
IMG_1781.JPG 	 107 	 7 	 86 	 18 	 3
IMG_1782.JPG 	 92 	 10 	 79 	 11 	 2
IMG_1784.JPG 	 138 	 8 	 115 	 19 	 4
IMG_1785.JPG 	 130 	 8 	 118 	 10 	 2
IMG_1786.JPG 	 108 	 9 	 92 	 14 	 2
IMG_1787.JPG 	 93 	 9 	 73 	 19 	 1
IMG_1788.JPG 	 114 	 11 	 90 	 21 	 3
IMG_1789.JPG 	 130 	 9 	 115 	 13 	 2
IMG_1790.JPG 	 111 	 9 	 94 	 15 	 2
IMG_1791.JPG 	 94 	 12 	 73 	 17 	 4
IMG_1792.JPG 	 124 	 9 	 105 	 15 	 4
IMG_1793.JPG 	 79 	 7 	 61 	 17 	 1
IMG_1794.JPG 	 145 	 9 	 121 	 17 	 7
IMG_1795.JPG 	 100 	 7 	 86 	 11 	 3
IMG_1796.JPG 	 109 	 12 	 85 	 19 	 5
IMG_1797.JPG 	 113 	 11 	 100 	 7 	 6
IMG_1798.JPG 	 84 	 8 	 75 	 7 	 2
IMG_1799.JPG 	 90 	 8 	 69 	 18 	 3
IMG_1800.JPG 	 100 	 7 	 86 	 13 	 1
IMG_1801.JPG 	 127 	 8 	 108 	 16 	 3
IMG_1802.JPG 	 78 	 8 	 68 	 9 	 1
IMG_1803.JPG 	 260 	 7 	 191 	 65 	 4
IMG_1804.JPG 	 274 	 7 	 215 	 56 	 3
IMG_1805.JPG 	 131 	 10 	 110 	 15 	 6
IMG_1806.JPG 	 216 	 6 	 175 	 40 	 1
IMG_1807.JPG 	 113 	 8 	 99 	 13 	 1
IMG_1808.JPG 	 158 	 7 	 123 	 35 	 0
IMG_1809.JPG 	 105 	 9 	 89 	 15 	 1
IMG_1810.JPG 	 119 	 7 	 101 	 14 	 4
IMG_1811.JPG 	 177 	 4 	 144 	 33 	 0
IMG_1813.JPG 	 160 	 6 	 122 	 38 	 0
IMG_1814.JPG 	 180 	 7 	 129 	 51 	 0
IMG_1815.JPG 	 239 	 6 	 185 	 53 	 1
IMG_1816.JPG 	 267 	 7 	 189 	 78 	 0
IMG_1817.JPG 	 194 	 8 	 161 	 29 	 4
IMG_1818.JPG 	 163 	 8 	 140 	 21 	 2
IMG_1819.JPG 	 143 	 6 	 122 	 21 	 0
IMG_1820.JPG 	 180 	 8 	 151 	 25 	 4
IMG_1821.JPG 	 143 	 7 	 120 	 22 	 1
IMG_1822.JPG 	 212 	 8 	 175 	 35 	 2
IMG_1823.JPG 	 156 	 7 	 128 	 26 	 2
IMG_1824.JPG 	 187 	 7 	 158 	 27 	 2
IMG_1825.JPG 	 188 	 8 	 153 	 29 	 6
IMG_1826.JPG 	 214 	 9 	 187 	 24 	 3
IMG_1827.JPG 	 195 	 10 	 156 	 36 	 3
IMG_1828.JPG 	 211 	 8 	 164 	 44 	 3
IMG_1829.JPG 	 216 	 9 	 173 	 41 	 2
IMG_1830.JPG 	 275 	 8 	 217 	 52 	 6
IMG_1831.JPG 	 155 	 11 	 111 	 41 	 3
IMG_1832.JPG 	 196 	 6 	 168 	 28 	 0
IMG_1833.JPG 	 252 	 8 	 210 	 39 	 3
IMG_1834.JPG 	 297 	 7 	 261 	 36 	 0
IMG_1835.JPG 	 304 	 6 	 258 	 46 	 0
IMG_1836.JPG 	 275 	 7 	 227 	 42 	 6
IMG_1837.JPG 	 187 	 9 	 150 	 31 	 6
IMG_1838.JPG 	 198 	 9 	 153 	 44 	 1
IMG_1839.JPG 	 219 	 8 	 170 	 45 	 4
IMG_1840.JPG 	 146 	 8 	 115 	 29 	 2
IMG_1841.JPG 	 130 	 9 	 98 	 29 	 3
IMG_1842.JPG 	 161 	 11 	 132 	 26 	 3
IMG_1843.JPG 	 180 	 10 	 140 	 33 	 7
IMG_1844.JPG 	 354 	 9 	 289 	 57 	 8
IMG_1845.JPG 	 149 	 12 	 113 	 30 	 6
IMG_1846.JPG 	 142 	 9 	 106 	 32 	 4
IMG_1847.JPG 	 93 	 9 	 73 	 16 	 4
IMG_1848.JPG 	 108 	 11 	 79 	 26 	 3
IMG_1849.JPG 	 116 	 8 	 88 	 24 	 4
IMG_1850.JPG 	 163 	 11 	 127 	 31 	 5
IMG_1851.JPG 	 87 	 8 	 53 	 34 	 0
IMG_1852.JPG 	 278 	 10 	 199 	 70 	 9
IMG_1853.JPG 	 56 	 11 	 39 	 15 	 2
IMG_1854.JPG 	 67 	 10 	 46 	 21 	 0
IMG_1855.JPG 	 176 	 10 	 132 	 39 	 5
IMG_1856.JPG 	 134 	 14 	 102 	 23 	 9
IMG_1857.JPG 	 195 	 11 	 136 	 56 	 3
IMG_1858.JPG 	 149 	 15 	 117 	 25 	 7
IMG_1859.JPG 	 181 	 11 	 144 	 24 	 13
IMG_1860.JPG 	 118 	 14 	 91 	 19 	 8
IMG_1861.JPG 	 78 	 10 	 59 	 16 	 3
IMG_1862.JPG 	 193 	 12 	 162 	 28 	 3
IMG_1863.JPG 	 150 	 14 	 115 	 26 	 9
IMG_1864.JPG 	 191 	 11 	 172 	 16 	 3
IMG_1865.JPG 	 199 	 9 	 158 	 36 	 5
IMG_1866.JPG 	 144 	 9 	 119 	 24 	 1
IMG_1867.JPG 	 21 	 9 	 16 	 3 	 2
IMG_1868.JPG 	 27 	 11 	 15 	 11 	 1
IMG_1869.JPG 	 43 	 11 	 30 	 11 	 2
IMG_1870.JPG 	 12 	 8 	 8 	 4 	 0
IMG_1871.JPG 	 13 	 10 	 7 	 6 	 0
IMG_1872.JPG 	 25 	 4 	 16 	 9 	 0
IMG_1873.JPG 	 23 	 13 	 12 	 10 	 1
IMG_1874.JPG 	 11 	 10 	 6 	 5 	 0
IMG_1875.JPG 	 22 	 12 	 11 	 10 	 1
IMG_1876.JPG 	 25 	 15 	 11 	 14 	 0
IMG_1877.JPG 	 14 	 6 	 8 	 6 	 0
IMG_1878.JPG 	 23 	 10 	 20 	 3 	 0
IMG_1879.JPG 	 19 	 9 	 14 	 4 	 1
IMG_1880.JPG 	 10 	 8 	 7 	 3 	 0
IMG_1881.JPG 	 19 	 8 	 15 	 4 	 0
IMG_1882.JPG 	 8 	 10 	 5 	 3 	 0
IMG_1883.JPG 	 25 	 10 	 20 	 5 	 0
IMG_1884.JPG 	 11 	 9 	 10 	 1 	 0
IMG_1885.JPG 	 28 	 10 	 18 	 9 	 1
IMG_1886.JPG 	 23 	 9 	 19 	 4 	 0
IMG_1887.JPG 	 22 	 8 	 18 	 4 	 0
IMG_1888.JPG 	 39 	 11 	 30 	 9 	 0
IMG_1889.JPG 	 34 	 12 	 17 	 15 	 2
IMG_1890.JPG 	 34 	 11 	 23 	 11 	 0
IMG_1891.JPG 	 27 	 15 	 14 	 13 	 0
IMG_1892.JPG 	 16 	 10 	 9 	 7 	 0
IMG_1893.JPG 	 24 	 9 	 15 	 8 	 1
IMG_1894.JPG 	 25 	 10 	 14 	 11 	 0
IMG_1895.JPG 	 13 	 9 	 4 	 9 	 0
IMG_1896.JPG 	 15 	 12 	 8 	 5 	 2
IMG_1897.JPG 	 19 	 9 	 13 	 5 	 1
IMG_1898.JPG 	 32 	 11 	 17 	 15 	 0
IMG_1899.JPG 	 57 	 11 	 38 	 18 	 1
IMG_1900.JPG 	 75 	 12 	 54 	 19 	 2
IMG_1901.JPG 	 99 	 8 	 84 	 14 	 1
IMG_1902.JPG 	 55 	 12 	 33 	 19 	 3
IMG_1903.JPG 	 53 	 10 	 36 	 16 	 1
IMG_1904.JPG 	 89 	 11 	 66 	 20 	 3
IMG_1905.JPG 	 47 	 12 	 33 	 13 	 1
IMG_1906.JPG 	 88 	 10 	 68 	 20 	 0
IMG_1908.JPG 	 32 	 12 	 19 	 13 	 0
IMG_1909.JPG 	 20 	 14 	 12 	 7 	 1
IMG_1910.JPG 	 25 	 15 	 16 	 9 	 0
IMG_1911.JPG 	 71 	 8 	 55 	 11 	 5
IMG_1912.JPG 	 48 	 13 	 25 	 22 	 1
IMG_1913.JPG 	 35 	 13 	 22 	 10 	 3
IMG_1914.JPG 	 82 	 9 	 54 	 27 	 1
IMG_1915.JPG 	 23 	 7 	 16 	 6 	 1
IMG_1916.JPG 	 57 	 13 	 34 	 21 	 2
IMG_1917.JPG 	 26 	 14 	 13 	 12 	 1
IMG_1918.JPG 	 23 	 6 	 15 	 8 	 0
IMG_1919.JPG 	 77 	 11 	 49 	 26 	 2
IMG_1920.JPG 	 23 	 9 	 16 	 7 	 0
IMG_1921.JPG 	 128 	 9 	 96 	 30 	 2
IMG_1922.JPG 	 46 	 10 	 33 	 11 	 2
IMG_1923.JPG 	 203 	 6 	 157 	 41 	 5
IMG_1924.JPG 	 55 	 11 	 32 	 22 	 1
IMG_1925.JPG 	 72 	 14 	 35 	 36 	 1
IMG_1926.JPG 	 53 	 15 	 34 	 14 	 5
IMG_1927.JPG 	 66 	 11 	 51 	 13 	 2
IMG_1928.JPG 	 157 	 6 	 131 	 25 	 1
IMG_1929.JPG 	 56 	 12 	 36 	 18 	 2
IMG_1930.JPG 	 41 	 9 	 22 	 18 	 1
IMG_1931.JPG 	 78 	 14 	 45 	 26 	 7
IMG_1932.JPG 	 44 	 13 	 33 	 11 	 0
IMG_1933.JPG 	 121 	 7 	 100 	 18 	 3
IMG_1934.JPG 	 23 	 15 	 14 	 7 	 2
IMG_1935.JPG 	 56 	 11 	 39 	 16 	 1
IMG_1936.JPG 	 71 	 9 	 48 	 19 	 4
IMG_1937.JPG 	 30 	 11 	 22 	 7 	 1
IMG_1938.JPG 	 41 	 13 	 29 	 11 	 1
IMG_1939.JPG 	 31 	 10 	 24 	 5 	 2
IMG_1940.JPG 	 107 	 12 	 73 	 32 	 2
IMG_1941.JPG 	 35 	 11 	 28 	 6 	 1
IMG_1942.JPG 	 34 	 12 	 23 	 9 	 2
IMG_1943.JPG 	 31 	 12 	 21 	 8 	 2
IMG_1944.JPG 	 47 	 12 	 34 	 11 	 2
IMG_1945.JPG 	 39 	 11 	 25 	 13 	 1
IMG_1946.JPG 	 26 	 9 	 20 	 6 	 0
IMG_1947.JPG 	 34 	 9 	 24 	 9 	 1
IMG_1948.JPG 	 104 	 7 	 88 	 13 	 3
IMG_1949.JPG 	 46 	 11 	 36 	 8 	 2
IMG_1950.JPG 	 54 	 12 	 41 	 11 	 2
IMG_1951.JPG 	 116 	 11 	 90 	 22 	 4
IMG_1952.JPG 	 210 	 12 	 161 	 40 	 9
IMG_1953.JPG 	 240 	 12 	 188 	 42 	 10
IMG_1954.JPG 	 92 	 11 	 71 	 11 	 10
IMG_1955.JPG 	 142 	 11 	 107 	 30 	 5
IMG_1956.JPG 	 21 	 9 	 8 	 13 	 0
IMG_1957.JPG 	 21 	 7 	 15 	 6 	 0
IMG_1958.JPG 	 33 	 9 	 21 	 12 	 0
IMG_1959.JPG 	 23 	 6 	 17 	 6 	 0
IMG_1960.JPG 	 179 	 12 	 121 	 52 	 6
IMG_1961.JPG 	 21 	 7 	 17 	 4 	 0
IMG_1962.JPG 	 18 	 15 	 15 	 3 	 0
IMG_1963.JPG 	 137 	 10 	 98 	 34 	 5
IMG_1964.JPG 	 32 	 8 	 19 	 13 	 0
IMG_1965.JPG 	 47 	 10 	 40 	 6 	 1
IMG_1966.JPG 	 204 	 10 	 158 	 41 	 5
IMG_1967.JPG 	 92 	 13 	 61 	 25 	 6
IMG_1968.JPG 	 53 	 4 	 39 	 13 	 1
IMG_1969.JPG 	 21 	 6 	 15 	 6 	 0
IMG_1970.JPG 	 31 	 9 	 22 	 8 	 1
IMG_1971.JPG 	 70 	 13 	 44 	 20 	 6
IMG_1972.JPG 	 93 	 13 	 62 	 24 	 7
IMG_1973.JPG 	 28 	 7 	 20 	 8 	 0
IMG_1974.JPG 	 63 	 11 	 47 	 15 	 1
IMG_1975.JPG 	 49 	 6 	 35 	 14 	 0
IMG_1976.JPG 	 85 	 12 	 57 	 25 	 3
IMG_1977.JPG 	 52 	 12 	 35 	 14 	 3
IMG_1978.JPG 	 41 	 10 	 29 	 12 	 0
IMG_1979.JPG 	 65 	 13 	 47 	 14 	 4
IMG_1980.JPG 	 26 	 7 	 19 	 7 	 0
IMG_1981.JPG 	 56 	 8 	 36 	 20 	 0
IMG_1982.JPG 	 81 	 6 	 53 	 27 	 1
IMG_1983.JPG 	 30 	 12 	 14 	 16 	 0
IMG_1984.JPG 	 78 	 14 	 50 	 24 	 4
IMG_1985.JPG 	 81 	 9 	 47 	 33 	 1
IMG_1986.JPG 	 52 	 6 	 39 	 12 	 1
IMG_1988.JPG 	 22 	 13 	 16 	 5 	 1
IMG_1989.JPG 	 24 	 10 	 15 	 9 	 0
IMG_1991.JPG 	 43 	 9 	 26 	 17 	 0
IMG_1992.JPG 	 40 	 14 	 28 	 11 	 1
IMG_1993.JPG 	 55 	 5 	 32 	 22 	 1
IMG_1994.JPG 	 19 	 13 	 12 	 4 	 3
IMG_1995.JPG 	 50 	 14 	 32 	 16 	 2
IMG_1996.JPG 	 48 	 8 	 27 	 19 	 2
IMG_1997.JPG 	 38 	 10 	 25 	 12 	 1
IMG_1998.JPG 	 33 	 10 	 22 	 10 	 1
IMG_1999.JPG 	 36 	 10 	 20 	 15 	 1
IMG_2000.JPG 	 21 	 3 	 15 	 6 	 0
IMG_2001.JPG 	 61 	 8 	 40 	 20 	 1
IMG_2002.JPG 	 41 	 5 	 30 	 11 	 0
IMG_2003.JPG 	 62 	 14 	 40 	 22 	 0
IMG_2004.JPG 	 41 	 7 	 30 	 11 	 0
IMG_2005.JPG 	 44 	 4 	 30 	 14 	 0
IMG_2006.JPG 	 56 	 5 	 41 	 14 	 1
IMG_2007.JPG 	 67 	 5 	 47 	 19 	 1
IMG_2008.JPG 	 21 	 9 	 13 	 7 	 1
IMG_2009.JPG 	 17 	 10 	 14 	 3 	 0
IMG_2010.JPG 	 52 	 5 	 43 	 9 	 0
IMG_2011.JPG 	 30 	 8 	 20 	 9 	 1
IMG_2012.JPG 	 54 	 12 	 39 	 14 	 1
IMG_2013.JPG 	 21 	 8 	 16 	 5 	 0
IMG_2014.JPG 	 23 	 11 	 15 	 7 	 1
IMG_2015.JPG 	 50 	 12 	 33 	 14 	 3
IMG_2016.JPG 	 46 	 6 	 31 	 15 	 0
IMG_2017.JPG 	 47 	 12 	 30 	 13 	 4
IMG_2018.JPG 	 28 	 4 	 24 	 4 	 0
IMG_2019.JPG 	 14 	 12 	 9 	 3 	 2
IMG_2020.JPG 	 14 	 10 	 10 	 2 	 2
IMG_2021.JPG 	 39 	 7 	 22 	 16 	 1
IMG_2022.JPG 	 87 	 10 	 57 	 22 	 8
IMG_2023.JPG 	 67 	 5 	 44 	 21 	 2
IMG_2024.JPG 	 21 	 14 	 9 	 9 	 3
IMG_2025.JPG 	 65 	 13 	 49 	 13 	 3
IMG_2026.JPG 	 35 	 6 	 23 	 12 	 0
IMG_2027.JPG 	 34 	 10 	 24 	 9 	 1
IMG_2028.JPG 	 46 	 5 	 28 	 17 	 1
IMG_2029.JPG 	 69 	 13 	 52 	 13 	 4
IMG_2030.JPG 	 34 	 10 	 23 	 10 	 1
IMG_2031.JPG 	 52 	 12 	 36 	 14 	 2
IMG_2032.JPG 	 22 	 8 	 18 	 4 	 0
IMG_2033.JPG 	 38 	 10 	 27 	 10 	 1
IMG_2036.JPG 	 34 	 10 	 28 	 5 	 1
IMG_2037.JPG 	 17 	 12 	 10 	 7 	 0
IMG_2038.JPG 	 9 	 7 	 5 	 4 	 0
IMG_2039.JPG 	 18 	 14 	 13 	 5 	 0
IMG_2040.JPG 	 48 	 11 	 38 	 7 	 3
IMG_2041.JPG 	 72 	 11 	 48 	 18 	 6
IMG_2042.JPG 	 112 	 12 	 80 	 25 	 7
IMG_2044.JPG 	 56 	 8 	 42 	 12 	 2
IMG_2046.JPG 	 62 	 11 	 47 	 12 	 3
IMG_2047.JPG 	 37 	 10 	 22 	 13 	 2
IMG_2048.JPG 	 73 	 12 	 58 	 11 	 4
IMG_2049.JPG 	 24 	 8 	 19 	 4 	 1
IMG_2050.JPG 	 24 	 8 	 22 	 2 	 0
IMG_2051.JPG 	 38 	 5 	 32 	 6 	 0
IMG_2052.JPG 	 59 	 8 	 46 	 10 	 3
IMG_2053.JPG 	 50 	 6 	 39 	 9 	 2
IMG_2054.JPG 	 355 	 5 	 315 	 33 	 7
IMG_2055.JPG 	 356 	 4 	 328 	 24 	 4
IMG_2056.JPG 	 249 	 4 	 228 	 20 	 1
IMG_2057.JPG 	 349 	 5 	 306 	 39 	 4
IMG_2058.JPG 	 308 	 6 	 266 	 36 	 6
IMG_2059.JPG 	 408 	 7 	 322 	 76 	 10
IMG_2060.JPG 	 348 	 7 	 266 	 76 	 6
IMG_2061.JPG 	 414 	 6 	 339 	 73 	 2
IMG_2062.JPG 	 371 	 7 	 296 	 68 	 7
IMG_2063.JPG 	 285 	 3 	 271 	 14 	 0
IMG_2064.JPG 	 346 	 3 	 330 	 14 	 2
IMG_2065.JPG 	 303 	 3 	 284 	 19 	 0
IMG_2066.JPG 	 391 	 3 	 364 	 27 	 0
IMG_2067.JPG 	 438 	 3 	 408 	 29 	 1
IMG_2068.JPG 	 255 	 5 	 233 	 21 	 1
IMG_2069.JPG 	 133 	 4 	 124 	 7 	 2
IMG_2070.JPG 	 231 	 4 	 218 	 12 	 1
IMG_2071.JPG 	 171 	 4 	 149 	 21 	 1
IMG_2072.JPG 	 207 	 5 	 185 	 19 	 3
IMG_2073.JPG 	 184 	 6 	 148 	 32 	 4
IMG_2074.JPG 	 137 	 7 	 104 	 30 	 3
IMG_2075.JPG 	 108 	 8 	 85 	 20 	 3
IMG_2076.JPG 	 165 	 5 	 140 	 24 	 1
IMG_2077.JPG 	 22 	 3 	 18 	 4 	 0
IMG_2078.JPG 	 689 	 6 	 579 	 93 	 17
IMG_2079.JPG 	 661 	 6 	 566 	 77 	 18
IMG_2080.JPG 	 666 	 6 	 577 	 70 	 19
IMG_2081.JPG 	 518 	 7 	 437 	 66 	 15
IMG_2082.JPG 	 656 	 8 	 541 	 91 	 24
IMG_2083.JPG 	 605 	 8 	 512 	 87 	 6
IMG_2084.JPG 	 381 	 7 	 310 	 61 	 10
IMG_2085.JPG 	 323 	 9 	 250 	 63 	 10
IMG_2086.JPG 	 272 	 8 	 221 	 44 	 7
IMG_2087.JPG 	 234 	 12 	 183 	 42 	 9
IMG_2088.JPG 	 305 	 6 	 263 	 39 	 3
IMG_2089.JPG 	 376 	 6 	 316 	 53 	 7
IMG_2090.JPG 	 341 	 5 	 296 	 40 	 5
IMG_2091.JPG 	 354 	 5 	 307 	 42 	 5
IMG_2092.JPG 	 224 	 6 	 189 	 31 	 4
IMG_2093.JPG 	 464 	 8 	 362 	 81 	 21
IMG_2094.JPG 	 688 	 5 	 600 	 76 	 12
IMG_2095.JPG 	 529 	 6 	 447 	 66 	 16
IMG_2096.JPG 	 466 	 8 	 350 	 93 	 23
IMG_2097.JPG 	 300 	 9 	 217 	 66 	 17
IMG_2098.JPG 	 122 	 7 	 101 	 17 	 4
IMG_2099.JPG 	 161 	 4 	 144 	 13 	 4
IMG_2100.JPG 	 111 	 8 	 90 	 16 	 5
IMG_2101.JPG 	 155 	 9 	 123 	 24 	 8
IMG_2102.JPG 	 563 	 6 	 499 	 56 	 8
IMG_2103.JPG 	 430 	 6 	 387 	 33 	 10
IMG_2104.JPG 	 612 	 6 	 537 	 59 	 16
IMG_2105.JPG 	 605 	 4 	 543 	 53 	 9
IMG_2106.JPG 	 114 	 7 	 95 	 16 	 3
IMG_2107.JPG 	 558 	 5 	 496 	 51 	 11
IMG_2108.JPG 	 64 	 12 	 45 	 16 	 3
IMG_2109.JPG 	 47 	 11 	 35 	 12 	 0
IMG_2110.JPG 	 163 	 12 	 130 	 23 	 10
IMG_2111.JPG 	 146 	 12 	 106 	 29 	 11
IMG_2112.JPG 	 210 	 13 	 148 	 53 	 9
IMG_2113.JPG 	 105 	 16 	 57 	 42 	 6
IMG_2114.JPG 	 68 	 14 	 42 	 24 	 2
IMG_2115.JPG 	 71 	 15 	 47 	 21 	 3
IMG_2116.JPG 	 64 	 14 	 39 	 22 	 3
IMG_2117.JPG 	 147 	 16 	 101 	 40 	 6
IMG_2118.JPG 	 87 	 14 	 50 	 34 	 3
IMG_2119.JPG 	 176 	 13 	 126 	 37 	 13
IMG_2120.JPG 	 195 	 14 	 147 	 35 	 13
IMG_2121.JPG 	 169 	 12 	 128 	 33 	 8
IMG_2122.JPG 	 227 	 15 	 164 	 52 	 11
IMG_2123.JPG 	 186 	 14 	 130 	 44 	 12
IMG_2124.JPG 	 44 	 16 	 23 	 18 	 3
IMG_2125.JPG 	 135 	 14 	 99 	 31 	 5
IMG_2126.JPG 	 155 	 14 	 118 	 29 	 8
IMG_2127.JPG 	 221 	 15 	 138 	 67 	 16
IMG_2128.JPG 	 82 	 17 	 46 	 30 	 6
IMG_2129.JPG 	 183 	 14 	 127 	 48 	 8
IMG_2130.JPG 	 250 	 10 	 202 	 44 	 4
IMG_2131.JPG 	 111 	 13 	 83 	 23 	 5
IMG_2132.JPG 	 83 	 13 	 64 	 16 	 3
IMG_2133.JPG 	 120 	 12 	 84 	 29 	 7
IMG_2134.JPG 	 99 	 6 	 73 	 26 	 0
IMG_2135.JPG 	 179 	 7 	 118 	 61 	 0
IMG_2136.JPG 	 213 	 6 	 160 	 53 	 0
IMG_2137.JPG 	 213 	 4 	 163 	 49 	 1
IMG_2138.JPG 	 305 	 5 	 261 	 43 	 1
IMG_2139.JPG 	 371 	 6 	 307 	 55 	 9
IMG_2140.JPG 	 360 	 6 	 300 	 55 	 5
IMG_2141.JPG 	 385 	 5 	 338 	 43 	 4
IMG_2142.JPG 	 363 	 6 	 305 	 53 	 5
IMG_2143.JPG 	 306 	 5 	 264 	 40 	 2
IMG_2144.JPG 	 818 	 3 	 746 	 66 	 6
IMG_2145.JPG 	 475 	 5 	 414 	 55 	 6
IMG_2146.JPG 	 351 	 5 	 308 	 38 	 5
IMG_2147.JPG 	 499 	 4 	 439 	 57 	 3
IMG_2148.JPG 	 484 	 4 	 412 	 66 	 6
IMG_2149.JPG 	 551 	 3 	 490 	 61 	 0
IMG_2150.JPG 	 519 	 4 	 445 	 72 	 2
IMG_2151.JPG 	 475 	 5 	 395 	 75 	 5
IMG_2152.JPG 	 281 	 6 	 216 	 65 	 0
IMG_2153.JPG 	 849 	 3 	 769 	 72 	 8
IMG_2154.JPG 	 860 	 3 	 781 	 75 	 4
IMG_2155.JPG 	 884 	 3 	 801 	 73 	 10
IMG_2156.JPG 	 1068 	 3 	 962 	 99 	 7
IMG_2157.JPG 	 159 	 8 	 123 	 33 	 3
IMG_2158.JPG 	 153 	 10 	 117 	 32 	 4
IMG_2159.JPG 	 199 	 9 	 152 	 45 	 2
IMG_2160.JPG 	 717 	 4 	 639 	 73 	 5
IMG_2161.JPG 	 301 	 6 	 253 	 43 	 5
IMG_2162.JPG 	 569 	 4 	 523 	 41 	 5
IMG_2163.JPG 	 450 	 5 	 396 	 48 	 6
IMG_2164.JPG 	 434 	 4 	 388 	 41 	 5
IMG_2165.JPG 	 677 	 4 	 604 	 68 	 5
